human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000143183,NA,NA,TMCO1,protein_coding,transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188],TMCO1
ENSG00000143190,NA,ENSG00000143190,POU2F1,protein_coding,POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212],POU2F1
ENSG00000198821,NA,NA,CD247,protein_coding,CD247 molecule [Source:HGNC Symbol;Acc:HGNC:1677],CD247
ENSG00000197965,NA,NA,MPZL1,protein_coding,myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226],MPZL1
ENSG00000143199,ENSG00000143199,NA,ADCY10,protein_coding,adenylate cyclase 10 [Source:HGNC Symbol;Acc:HGNC:21285],ADCY10
ENSG00000213064,NA,NA,SFT2D2,protein_coding,SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140],SFT2D2
ENSG00000143196,NA,NA,DPT,protein_coding,dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011],DPT
ENSG00000116132,ENSG00000116132,ENSG00000116132,PRRX1,protein_coding,paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142],PRRX1
ENSG00000117501,NA,NA,MROH9,protein_coding,maestro heat like repeat family member 9 [Source:HGNC Symbol;Acc:HGNC:26287],MROH9
ENSG00000094963,NA,NA,FMO2,protein_coding,flavin containing monooxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770],FMO2
ENSG00000152061,NA,NA,RABGAP1L,protein_coding,RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663],RABGAP1L
ENSG00000120333,ENSG00000120333,NA,MRPS14,protein_coding,mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049],MRPS14
ENSG00000116147,NA,ENSG00000116147,TNR,protein_coding,tenascin R [Source:HGNC Symbol;Acc:HGNC:11953],TNR
ENSG00000075391,ENSG00000075391,NA,RASAL2,protein_coding,RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874],RASAL2
ENSG00000240021,NA,NA,TEX35,protein_coding,testis expressed 35 [Source:HGNC Symbol;Acc:HGNC:25366],TEX35
ENSG00000057252,ENSG00000057252,NA,SOAT1,protein_coding,sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177],SOAT1
ENSG00000162779,NA,NA,AXDND1,protein_coding,axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564],AXDND1
ENSG00000169905,NA,NA,TOR1AIP2,protein_coding,torsin 1A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055],TOR1AIP2
ENSG00000230124,NA,NA,ACBD6,protein_coding,acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339],ACBD6
ENSG00000198216,NA,NA,CACNA1E,protein_coding,calcium voltage-gated channel subunit alpha1 E [Source:HGNC Symbol;Acc:HGNC:1392],CACNA1E
ENSG00000135862,NA,NA,LAMC1,protein_coding,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492],LAMC1
ENSG00000058085,NA,NA,LAMC2,protein_coding,laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493],LAMC2
ENSG00000198756,NA,NA,COLGALT2,protein_coding,collagen beta(1-O)galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16790],COLGALT2
ENSG00000116406,ENSG00000116406,NA,EDEM3,protein_coding,ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787],EDEM3
ENSG00000121481,NA,NA,RNF2,protein_coding,ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061],RNF2
ENSG00000157181,NA,NA,ODR4,protein_coding,odr-4 GPCR localization factor homolog [Source:HGNC Symbol;Acc:HGNC:24299],ODR4
ENSG00000116747,ENSG00000116747,NA,TROVE2,protein_coding,TROVE domain family member 2 [Source:HGNC Symbol;Acc:HGNC:11313],TROVE2
ENSG00000023572,NA,NA,GLRX2,protein_coding,glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065],GLRX2
ENSG00000177888,NA,NA,ZBTB41,protein_coding,zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819],ZBTB41
ENSG00000134376,NA,NA,CRB1,protein_coding,"crumbs 1, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:2343]",CRB1
ENSG00000163362,NA,NA,INAVA,protein_coding,innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599],INAVA
ENSG00000116852,NA,NA,KIF21B,protein_coding,kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442],KIF21B
ENSG00000159173,NA,NA,TNNI1,protein_coding,"troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]",TNNI1
ENSG00000134369,NA,NA,NAV1,protein_coding,neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989],NAV1
ENSG00000198700,ENSG00000198700,NA,IPO9,protein_coding,importin 9 [Source:HGNC Symbol;Acc:HGNC:19425],IPO9
ENSG00000163431,NA,NA,LMOD1,protein_coding,leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647],LMOD1
ENSG00000170075,NA,NA,GPR37L1,protein_coding,G protein-coupled receptor 37 like 1 [Source:HGNC Symbol;Acc:HGNC:14923],GPR37L1
ENSG00000077157,ENSG00000077157,NA,PPP1R12B,protein_coding,protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619],PPP1R12B
ENSG00000143858,NA,NA,SYT2,protein_coding,synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510],SYT2
ENSG00000117153,NA,NA,KLHL12,protein_coding,kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360],KLHL12
ENSG00000122176,NA,NA,FMOD,protein_coding,fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774],FMOD
ENSG00000188783,NA,NA,PRELP,protein_coding,proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357],PRELP
ENSG00000184144,NA,ENSG00000184144,CNTN2,protein_coding,contactin 2 [Source:HGNC Symbol;Acc:HGNC:2172],CNTN2
ENSG00000133059,ENSG00000133059,NA,DSTYK,protein_coding,dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043],DSTYK
ENSG00000133069,NA,NA,TMCC2,protein_coding,transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239],TMCC2
ENSG00000174514,ENSG00000174514,NA,MFSD4A,protein_coding,major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433],MFSD4A
ENSG00000158711,NA,NA,ELK4,protein_coding,"ELK4, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3326]",ELK4
ENSG00000117280,ENSG00000117280,NA,RAB29,protein_coding,"RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]",RAB29
ENSG00000276600,NA,NA,RAB7B,protein_coding,"RAB7B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30513]",RAB7B
ENSG00000266028,ENSG00000266028,NA,SRGAP2,protein_coding,SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751],SRGAP2
ENSG00000266094,ENSG00000266094,NA,RASSF5,protein_coding,Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609],RASSF5
ENSG00000162889,NA,ENSG00000162889,MAPKAPK2,protein_coding,mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887],MAPKAPK2
ENSG00000162892,NA,NA,IL24,protein_coding,interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346],IL24
ENSG00000123836,NA,NA,PFKFB2,protein_coding,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]",PFKFB2
ENSG00000117335,NA,NA,CD46,protein_coding,CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953],CD46
ENSG00000117597,ENSG00000117597,NA,UTP25,protein_coding,"UTP25, small subunit processor component [Source:HGNC Symbol;Acc:HGNC:28440]",UTP25
ENSG00000143469,ENSG00000143469,NA,SYT14,protein_coding,synaptotagmin 14 [Source:HGNC Symbol;Acc:HGNC:23143],SYT14
ENSG00000117697,NA,NA,NSL1,protein_coding,"NSL1, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24548]",NSL1
ENSG00000174606,NA,NA,ANGEL2,protein_coding,angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534],ANGEL2
ENSG00000152104,ENSG00000152104,NA,PTPN14,protein_coding,"protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]",PTPN14
ENSG00000162814,NA,NA,SPATA17,protein_coding,spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184],SPATA17
ENSG00000067533,NA,NA,RRP15,protein_coding,ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255],RRP15
ENSG00000162813,NA,NA,BPNT1,protein_coding,"3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]",BPNT1
ENSG00000186205,NA,NA,MARC1,protein_coding,mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:HGNC:26189],MARC1
ENSG00000203697,NA,NA,CAPN8,protein_coding,calpain 8 [Source:HGNC Symbol;Acc:HGNC:1485],CAPN8
ENSG00000196187,NA,NA,TMEM63A,protein_coding,transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118],TMEM63A
ENSG00000143751,NA,NA,SDE2,protein_coding,SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643],SDE2
ENSG00000203685,NA,NA,STUM,protein_coding,"stum, mechanosensory transduction mediator homolog [Source:HGNC Symbol;Acc:HGNC:30491]",STUM
ENSG00000143776,NA,NA,CDC42BPA,protein_coding,CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737],CDC42BPA
ENSG00000181450,ENSG00000181450,NA,ZNF678,protein_coding,zinc finger protein 678 [Source:HGNC Symbol;Acc:HGNC:28652],ZNF678
ENSG00000143816,ENSG00000143816,NA,WNT9A,protein_coding,Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778],WNT9A
ENSG00000177614,NA,NA,PGBD5,protein_coding,piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405],PGBD5
ENSG00000119283,NA,NA,TRIM67,protein_coding,tripartite motif containing 67 [Source:HGNC Symbol;Acc:HGNC:31859],TRIM67
ENSG00000116906,NA,NA,GNPAT,protein_coding,glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416],GNPAT
ENSG00000270106,NA,NA,TSNAX-DISC1,protein_coding,TSNAX-DISC1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49177],TSNAX-DISC1
ENSG00000162946,NA,NA,DISC1,protein_coding,DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888],DISC1
ENSG00000054267,NA,NA,ARID4B,protein_coding,AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550],ARID4B
ENSG00000168243,NA,NA,GNG4,protein_coding,G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407],GNG4
ENSG00000143669,NA,NA,LYST,protein_coding,lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968],LYST
ENSG00000035687,NA,NA,ADSS,protein_coding,adenylosuccinate synthase [Source:HGNC Symbol;Acc:HGNC:292],ADSS
ENSG00000153187,ENSG00000153187,NA,HNRNPU,protein_coding,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048],HNRNPU
ENSG00000203666,NA,NA,EFCAB2,protein_coding,EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:HGNC:28166],EFCAB2
ENSG00000162849,ENSG00000162849,NA,KIF26B,protein_coding,kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484],KIF26B
ENSG00000197472,ENSG00000197472,NA,ZNF695,protein_coding,zinc finger protein 695 [Source:HGNC Symbol;Acc:HGNC:30954],ZNF695
ENSG00000162714,ENSG00000162714,NA,ZNF496,protein_coding,zinc finger protein 496 [Source:HGNC Symbol;Acc:HGNC:23713],ZNF496
ENSG00000196242,NA,NA,OR2C3,protein_coding,olfactory receptor family 2 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:15005],OR2C3
ENSG00000284824,NA,NA,GCSAML-AS1,protein_coding,GCSAML antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41244],GCSAML-AS1
ENSG00000239395,NA,NA,AC118470.1,protein_coding,novel protein,AC118470.1
ENSG00000228198,NA,NA,OR2M3,protein_coding,olfactory receptor family 2 subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:8269],OR2M3
ENSG00000177201,NA,NA,OR2T12,protein_coding,olfactory receptor family 2 subfamily T member 12 [Source:HGNC Symbol;Acc:HGNC:19592],OR2T12
ENSG00000175143,NA,NA,OR2T1,protein_coding,olfactory receptor family 2 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:8277],OR2T1
ENSG00000227152,NA,NA,OR2T7,polymorphic_pseudogene,olfactory receptor family 2 subfamily T member 7 [Source:HGNC Symbol;Acc:HGNC:15019],OR2T7
ENSG00000188558,NA,NA,OR2G6,protein_coding,olfactory receptor family 2 subfamily G member 6 [Source:HGNC Symbol;Acc:HGNC:27019],OR2G6
ENSG00000035115,NA,NA,SH3YL1,protein_coding,SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546],SH3YL1
ENSG00000151353,NA,NA,TMEM18,protein_coding,transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257],TMEM18
ENSG00000171865,NA,NA,RNASEH1,protein_coding,ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466],RNASEH1
ENSG00000176887,NA,NA,SOX11,protein_coding,SRY-box 11 [Source:HGNC Symbol;Acc:HGNC:11191],SOX11
ENSG00000151693,NA,NA,ASAP2,protein_coding,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]",ASAP2
ENSG00000205795,NA,NA,CYS1,protein_coding,cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525],CYS1
ENSG00000150873,NA,NA,C2orf50,protein_coding,chromosome 2 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:26324],C2orf50
ENSG00000134318,NA,NA,ROCK2,protein_coding,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252],ROCK2
ENSG00000197872,NA,NA,FAM49A,protein_coding,family with sequence similarity 49 member A [Source:HGNC Symbol;Acc:HGNC:25373],FAM49A
ENSG00000163029,NA,NA,SMC6,protein_coding,structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466],SMC6
ENSG00000118965,NA,NA,WDR35,protein_coding,WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250],WDR35
ENSG00000115884,NA,NA,SDC1,protein_coding,syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658],SDC1
ENSG00000055917,ENSG00000055917,NA,PUM2,protein_coding,pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958],PUM2
ENSG00000118960,NA,NA,HS1BP3,protein_coding,HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979],HS1BP3
ENSG00000143869,NA,NA,GDF7,protein_coding,growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222],GDF7
ENSG00000198399,NA,NA,ITSN2,protein_coding,intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184],ITSN2
ENSG00000138092,NA,NA,CENPO,protein_coding,centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152],CENPO
ENSG00000084710,ENSG00000084710,NA,EFR3B,protein_coding,EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155],EFR3B
ENSG00000119772,NA,ENSG00000119772,DNMT3A,protein_coding,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978],DNMT3A
ENSG00000143970,ENSG00000143970,NA,ASXL2,protein_coding,ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805],ASXL2
ENSG00000084754,NA,NA,HADHA,protein_coding,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801],HADHA
ENSG00000163793,NA,NA,DNAJC5G,protein_coding,DnaJ heat shock protein family (Hsp40) member C5 gamma [Source:HGNC Symbol;Acc:HGNC:24844],DNAJC5G
ENSG00000198522,ENSG00000198522,NA,GPN1,protein_coding,GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030],GPN1
ENSG00000163803,NA,NA,PLB1,protein_coding,phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041],PLB1
ENSG00000179270,NA,NA,PCARE,protein_coding,photoreceptor cilium actin regulator [Source:HGNC Symbol;Acc:HGNC:34383],PCARE
ENSG00000158089,NA,NA,GALNT14,protein_coding,polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946],GALNT14
ENSG00000152689,NA,NA,RASGRP3,protein_coding,RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545],RASGRP3
ENSG00000152133,NA,ENSG00000152133,GPATCH11,protein_coding,G-patch domain containing 11 [Source:HGNC Symbol;Acc:HGNC:26768],GPATCH11
ENSG00000152147,ENSG00000152147,NA,GEMIN6,protein_coding,gem nuclear organelle associated protein 6 [Source:HGNC Symbol;Acc:HGNC:20044],GEMIN6
ENSG00000115904,NA,NA,SOS1,protein_coding,SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187],SOS1
ENSG00000057935,ENSG00000057935,NA,MTA3,protein_coding,metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784],MTA3
ENSG00000115970,NA,NA,THADA,protein_coding,"THADA, armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]",THADA
ENSG00000138095,NA,NA,LRPPRC,protein_coding,leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714],LRPPRC
ENSG00000143919,NA,NA,CAMKMT,protein_coding,calmodulin-lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:26276],CAMKMT
ENSG00000119878,NA,NA,CRIPT,protein_coding,CXXC repeat containing interactor of PDZ3 domain [Source:HGNC Symbol;Acc:HGNC:14312],CRIPT
ENSG00000180398,NA,NA,MCFD2,protein_coding,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451],MCFD2
ENSG00000239605,NA,NA,STPG4,protein_coding,sperm-tail PG-rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26850],STPG4
ENSG00000170802,NA,NA,FOXN2,protein_coding,forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281],FOXN2
ENSG00000243244,NA,NA,STON1,protein_coding,stonin 1 [Source:HGNC Symbol;Acc:HGNC:17003],STON1
ENSG00000068781,NA,NA,STON1-GTF2A1L,protein_coding,STON1-GTF2A1L readthrough [Source:HGNC Symbol;Acc:HGNC:30651],STON1-GTF2A1L
ENSG00000242441,NA,NA,GTF2A1L,protein_coding,general transcription factor IIA subunit 1 like [Source:HGNC Symbol;Acc:HGNC:30727],GTF2A1L
ENSG00000115239,NA,NA,ASB3,protein_coding,ankyrin repeat and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:16013],ASB3
ENSG00000270898,NA,NA,GPR75-ASB3,protein_coding,GPR75-ASB3 readthrough [Source:HGNC Symbol;Acc:HGNC:40043],GPR75-ASB3
ENSG00000119866,ENSG00000119866,NA,BCL11A,protein_coding,B cell CLL/lymphoma 11A [Source:HGNC Symbol;Acc:HGNC:13221],BCL11A
ENSG00000115421,NA,NA,PAPOLG,protein_coding,poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982],PAPOLG
ENSG00000162924,NA,NA,REL,protein_coding,"REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]",REL
ENSG00000162928,ENSG00000162928,NA,PEX13,protein_coding,peroxisomal biogenesis factor 13 [Source:HGNC Symbol;Acc:HGNC:8855],PEX13
ENSG00000115507,NA,NA,OTX1,protein_coding,orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521],OTX1
ENSG00000179833,ENSG00000179833,NA,SERTAD2,protein_coding,SERTA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30784],SERTAD2
ENSG00000115902,NA,NA,SLC1A4,protein_coding,solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942],SLC1A4
ENSG00000011523,NA,NA,CEP68,protein_coding,centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076],CEP68
ENSG00000143971,NA,NA,ETAA1,protein_coding,"ETAA1, ATR kinase activator [Source:HGNC Symbol;Acc:HGNC:24648]",ETAA1
ENSG00000273398,NA,NA,AC017083.3,protein_coding,novel transcript,AC017083.3
ENSG00000115977,ENSG00000115977,NA,AAK1,protein_coding,AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679],AAK1
ENSG00000163235,NA,NA,TGFA,protein_coding,transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765],TGFA
ENSG00000258881,NA,NA,AC007040.2,protein_coding,novel protein,AC007040.2
ENSG00000144036,NA,ENSG00000144036,EXOC6B,protein_coding,exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085],EXOC6B
ENSG00000144040,NA,NA,SFXN5,protein_coding,sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073],SFXN5
ENSG00000135632,NA,NA,SMYD5,protein_coding,SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258],SMYD5
ENSG00000124356,NA,NA,STAMBP,protein_coding,STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950],STAMBP
ENSG00000115353,NA,NA,TACR1,protein_coding,tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526],TACR1
ENSG00000115459,NA,NA,ELMOD3,protein_coding,ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158],ELMOD3
ENSG00000115486,NA,NA,GGCX,protein_coding,gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247],GGCX
ENSG00000168890,NA,NA,TMEM150A,protein_coding,transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677],TMEM150A
ENSG00000168887,NA,NA,C2orf68,protein_coding,chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:34353],C2orf68
ENSG00000115525,NA,NA,ST3GAL5,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]",ST3GAL5
ENSG00000068654,NA,NA,POLR1A,protein_coding,RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264],POLR1A
ENSG00000068615,NA,NA,REEP1,protein_coding,receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786],REEP1
ENSG00000153561,NA,NA,RMND5A,protein_coding,required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850],RMND5A
ENSG00000172005,NA,NA,MAL,protein_coding,"mal, T cell differentiation protein [Source:HGNC Symbol;Acc:HGNC:6817]",MAL
ENSG00000198885,NA,NA,ITPRIPL1,protein_coding,ITPRIP like 1 [Source:HGNC Symbol;Acc:HGNC:29371],ITPRIPL1
ENSG00000114982,NA,NA,KANSL3,protein_coding,KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473],KANSL3
ENSG00000249715,ENSG00000249715,NA,FER1L5,protein_coding,fer-1 like family member 5 [Source:HGNC Symbol;Acc:HGNC:19044],FER1L5
ENSG00000114988,NA,NA,LMAN2L,protein_coding,"lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]",LMAN2L
ENSG00000071073,NA,NA,MGAT4A,protein_coding,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]",MGAT4A
ENSG00000170500,NA,NA,LONRF2,protein_coding,LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788],LONRF2
ENSG00000170485,NA,NA,NPAS2,protein_coding,neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895],NPAS2
ENSG00000115594,NA,NA,IL1R1,protein_coding,interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993],IL1R1
ENSG00000115616,NA,NA,SLC9A2,protein_coding,solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072],SLC9A2
ENSG00000135953,ENSG00000135953,NA,MFSD9,protein_coding,major facilitator superfamily domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28158],MFSD9
ENSG00000198914,NA,NA,POU3F3,protein_coding,POU class 3 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9216],POU3F3
ENSG00000135973,NA,NA,GPR45,protein_coding,G protein-coupled receptor 45 [Source:HGNC Symbol;Acc:HGNC:4503],GPR45
ENSG00000071051,NA,NA,NCK2,protein_coding,NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665],NCK2
ENSG00000135968,NA,NA,GCC2,protein_coding,GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23218],GCC2
ENSG00000135960,NA,NA,EDAR,protein_coding,ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895],EDAR
ENSG00000172985,NA,NA,SH3RF3,protein_coding,SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699],SH3RF3
ENSG00000144061,NA,NA,NPHP1,protein_coding,nephrocystin 1 [Source:HGNC Symbol;Acc:HGNC:7905],NPHP1
ENSG00000188177,NA,NA,ZC3H6,protein_coding,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762],ZC3H6
