human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000114738,NA,NA,MAPKAPK3,protein_coding,mitogen-activated protein kinase-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888],MAPKAPK3
ENSG00000163930,NA,NA,BAP1,protein_coding,BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950],BAP1
ENSG00000272573,NA,NA,MUSTN1,protein_coding,"musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:22144]",MUSTN1
ENSG00000157388,NA,NA,CACNA1D,protein_coding,calcium voltage-gated channel subunit alpha1 D [Source:HGNC Symbol;Acc:HGNC:1391],CACNA1D
ENSG00000168297,NA,NA,PXK,protein_coding,PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326],PXK
ENSG00000114861,NA,NA,FOXP1,protein_coding,forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823],FOXP1
ENSG00000174500,NA,NA,GCSAM,protein_coding,germinal center associated signaling and motility [Source:HGNC Symbol;Acc:HGNC:20253],GCSAM
ENSG00000163607,NA,NA,GTPBP8,protein_coding,GTP binding protein 8 (putative) [Source:HGNC Symbol;Acc:HGNC:25007],GTPBP8
ENSG00000176142,NA,NA,TMEM39A,protein_coding,transmembrane protein 39A [Source:HGNC Symbol;Acc:HGNC:25600],TMEM39A
ENSG00000036828,NA,NA,CASR,protein_coding,calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514],CASR
ENSG00000065371,NA,NA,ROPN1,protein_coding,rhophilin associated tail protein 1 [Source:HGNC Symbol;Acc:HGNC:17692],ROPN1
ENSG00000114547,NA,NA,ROPN1B,protein_coding,rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927],ROPN1B
ENSG00000114544,NA,NA,SLC41A3,protein_coding,solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046],SLC41A3
ENSG00000144908,NA,NA,ALDH1L1,protein_coding,aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978],ALDH1L1
ENSG00000158092,NA,NA,NCK1,protein_coding,NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664],NCK1
ENSG00000158186,NA,NA,MRAS,protein_coding,muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227],MRAS
ENSG00000181744,NA,ENSG00000181744,C3orf58,protein_coding,chromosome 3 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:28490],C3orf58
ENSG00000144893,NA,NA,MED12L,protein_coding,mediator complex subunit 12 like [Source:HGNC Symbol;Acc:HGNC:16050],MED12L
ENSG00000196549,NA,NA,MME,protein_coding,membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154],MME
ENSG00000068885,NA,NA,IFT80,protein_coding,intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262],IFT80
ENSG00000145075,NA,NA,CCDC39,protein_coding,coiled-coil domain containing 39 [Source:HGNC Symbol;Acc:HGNC:25244],CCDC39
ENSG00000145194,NA,NA,ECE2,protein_coding,endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275],ECE2
ENSG00000198471,NA,NA,RTP2,protein_coding,receptor transporter protein 2 [Source:HGNC Symbol;Acc:HGNC:32486],RTP2
ENSG00000188001,ENSG00000188001,NA,TPRG1,protein_coding,tumor protein p63 regulated 1 [Source:HGNC Symbol;Acc:HGNC:24759],TPRG1
ENSG00000173950,NA,ENSG00000173950,XXYLT1,protein_coding,xyloside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26639],XXYLT1
ENSG00000163959,NA,NA,SLC51A,protein_coding,solute carrier family 51 alpha subunit [Source:HGNC Symbol;Acc:HGNC:29955],SLC51A
ENSG00000145107,NA,NA,TM4SF19,protein_coding,transmembrane 4 L six family member 19 [Source:HGNC Symbol;Acc:HGNC:25167],TM4SF19
ENSG00000185798,NA,NA,WDR53,protein_coding,WD repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:28786],WDR53
ENSG00000174227,ENSG00000174227,NA,PIGG,protein_coding,phosphatidylinositol glycan anchor biosynthesis class G [Source:HGNC Symbol;Acc:HGNC:25985],PIGG
ENSG00000215375,NA,NA,MYL5,protein_coding,myosin light chain 5 [Source:HGNC Symbol;Acc:HGNC:7586],MYL5
ENSG00000168993,NA,NA,CPLX1,protein_coding,complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309],CPLX1
ENSG00000125388,NA,NA,GRK4,protein_coding,G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:HGNC:4543],GRK4
ENSG00000159788,NA,NA,RGS12,protein_coding,regulator of G protein signaling 12 [Source:HGNC Symbol;Acc:HGNC:9994],RGS12
ENSG00000173040,NA,NA,EVC2,protein_coding,EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747],EVC2
ENSG00000181215,ENSG00000181215,NA,C4orf50,protein_coding,chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766],C4orf50
ENSG00000132405,NA,NA,TBC1D14,protein_coding,TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246],TBC1D14
ENSG00000137441,NA,NA,FGFBP2,protein_coding,fibroblast growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29451],FGFBP2
ENSG00000174145,NA,NA,NWD2,protein_coding,NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229],NWD2
ENSG00000174123,NA,NA,TLR10,protein_coding,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634],TLR10
ENSG00000163694,NA,NA,RBM47,protein_coding,RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358],RBM47
ENSG00000226887,NA,NA,ERVMER34-1,protein_coding,"endogenous retrovirus group MER34 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:42970]",ERVMER34-1
ENSG00000134851,NA,NA,TMEM165,protein_coding,transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760],TMEM165
ENSG00000134852,ENSG00000134852,NA,CLOCK,protein_coding,clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082],CLOCK
ENSG00000128050,NA,NA,PAICS,protein_coding,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587],PAICS
ENSG00000018189,NA,NA,RUFY3,protein_coding,RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285],RUFY3
ENSG00000138760,NA,NA,SCARB2,protein_coding,scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665],SCARB2
ENSG00000152583,NA,NA,SPARCL1,protein_coding,SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220],SPARCL1
ENSG00000138640,NA,NA,FAM13A,protein_coding,family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367],FAM13A
ENSG00000153064,NA,NA,BANK1,protein_coding,B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233],BANK1
ENSG00000164039,NA,NA,BDH2,protein_coding,3-hydroxybutyrate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:32389],BDH2
ENSG00000138785,NA,NA,INTS12,protein_coding,integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067],INTS12
ENSG00000005059,NA,NA,MCUB,protein_coding,mitochondrial calcium uniporter dominant negative beta subunit [Source:HGNC Symbol;Acc:HGNC:26076],MCUB
ENSG00000138794,NA,NA,CASP6,protein_coding,caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507],CASP6
ENSG00000145365,NA,NA,TIFA,protein_coding,TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075],TIFA
ENSG00000174607,NA,NA,UGT8,protein_coding,UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555],UGT8
ENSG00000164096,NA,NA,C4orf3,protein_coding,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225],C4orf3
ENSG00000138685,NA,NA,FGF2,protein_coding,fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676],FGF2
ENSG00000164056,ENSG00000164056,NA,SPRY1,protein_coding,sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269],SPRY1
ENSG00000164070,NA,NA,HSPA4L,protein_coding,heat shock protein family A (Hsp70) member 4 like [Source:HGNC Symbol;Acc:HGNC:17041],HSPA4L
ENSG00000164134,NA,NA,NAA15,protein_coding,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]",NAA15
ENSG00000151623,ENSG00000151623,NA,NR3C2,protein_coding,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979],NR3C2
ENSG00000121207,NA,NA,LRAT,protein_coding,lecithin retinol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6685],LRAT
ENSG00000185149,NA,NA,NPY2R,protein_coding,neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957],NPY2R
ENSG00000164114,NA,NA,MAP9,protein_coding,microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118],MAP9
ENSG00000181381,NA,NA,DDX60L,protein_coding,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429],DDX60L
ENSG00000174473,NA,NA,GALNTL6,protein_coding,polypeptide N-acetylgalactosaminyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:33844],GALNTL6
ENSG00000164120,NA,NA,HPGD,protein_coding,15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154],HPGD
ENSG00000145451,NA,NA,GLRA3,protein_coding,glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328],GLRA3
ENSG00000168594,NA,NA,ADAM29,protein_coding,ADAM metallopeptidase domain 29 [Source:HGNC Symbol;Acc:HGNC:207],ADAM29
ENSG00000129187,NA,NA,DCTD,protein_coding,dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710],DCTD
ENSG00000151726,ENSG00000151726,NA,ACSL1,protein_coding,acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569],ACSL1
ENSG00000171421,NA,NA,MRPL36,protein_coding,mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490],MRPL36
ENSG00000154153,NA,NA,RETREG1,protein_coding,reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964],RETREG1
ENSG00000112972,NA,NA,HMGCS1,protein_coding,3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007],HMGCS1
ENSG00000067113,NA,NA,PLPP1,protein_coding,phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228],PLPP1
ENSG00000155542,NA,NA,SETD9,protein_coding,SET domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28508],SETD9
ENSG00000175857,NA,NA,GAPT,protein_coding,"GRB2 binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]",GAPT
ENSG00000214944,NA,NA,ARHGEF28,protein_coding,Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322],ARHGEF28
ENSG00000171617,NA,NA,ENC1,protein_coding,ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345],ENC1
ENSG00000122008,NA,NA,POLK,protein_coding,DNA polymerase kappa [Source:HGNC Symbol;Acc:HGNC:9183],POLK
ENSG00000228716,NA,NA,DHFR,protein_coding,dihydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:2861],DHFR
ENSG00000164308,NA,NA,ERAP2,protein_coding,endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499],ERAP2
ENSG00000112893,NA,NA,MAN2A1,protein_coding,mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824],MAN2A1
ENSG00000129625,NA,NA,REEP5,protein_coding,receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077],REEP5
ENSG00000152503,NA,NA,TRIM36,protein_coding,tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280],TRIM36
ENSG00000113396,NA,NA,SLC27A6,protein_coding,solute carrier family 27 member 6 [Source:HGNC Symbol;Acc:HGNC:11000],SLC27A6
ENSG00000125347,NA,ENSG00000125347,IRF1,protein_coding,interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116],IRF1
ENSG00000113621,NA,NA,TXNDC15,protein_coding,thioredoxin domain containing 15 [Source:HGNC Symbol;Acc:HGNC:20652],TXNDC15
ENSG00000145826,NA,NA,LECT2,protein_coding,leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550],LECT2
ENSG00000176049,NA,NA,JAKMIP2,protein_coding,janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067],JAKMIP2
ENSG00000169252,NA,NA,ADRB2,protein_coding,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286],ADRB2
ENSG00000155868,NA,NA,MED7,protein_coding,mediator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:2378],MED7
ENSG00000145864,ENSG00000145864,NA,GABRB2,protein_coding,gamma-aminobutyric acid type A receptor beta2 subunit [Source:HGNC Symbol;Acc:HGNC:4082],GABRB2
ENSG00000184347,NA,NA,SLIT3,protein_coding,slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087],SLIT3
ENSG00000040275,NA,NA,SPDL1,protein_coding,spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010],SPDL1
ENSG00000072803,NA,NA,FBXW11,protein_coding,F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607],FBXW11
ENSG00000113739,NA,NA,STC2,protein_coding,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374],STC2
ENSG00000113742,NA,NA,CPEB4,protein_coding,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747],CPEB4
ENSG00000184845,NA,NA,DRD1,protein_coding,dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020],DRD1
ENSG00000165671,ENSG00000165671,NA,NSD1,protein_coding,nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:HGNC:14234],NSD1
ENSG00000161013,NA,NA,MGAT4B,protein_coding,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:7048]",MGAT4B
ENSG00000131446,NA,NA,MGAT1,protein_coding,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]",MGAT1
ENSG00000185372,NA,NA,OR2V1,protein_coding,olfactory receptor family 2 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:8280],OR2V1
ENSG00000182613,NA,NA,OR2V2,protein_coding,olfactory receptor family 2 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:15341],OR2V2
ENSG00000204628,NA,NA,RACK1,protein_coding,receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399],RACK1
ENSG00000112679,NA,NA,DUSP22,protein_coding,dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:HGNC:16077],DUSP22
ENSG00000153046,NA,NA,CDYL,protein_coding,chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811],CDYL
ENSG00000124782,NA,NA,RREB1,protein_coding,ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449],RREB1
ENSG00000137203,NA,NA,TFAP2A,protein_coding,transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742],TFAP2A
ENSG00000111845,NA,NA,PAK1IP1,protein_coding,PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882],PAK1IP1
ENSG00000172201,NA,NA,ID4,protein_coding,"inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]",ID4
ENSG00000146049,NA,NA,KAAG1,protein_coding,kidney associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:21031],KAAG1
ENSG00000111802,NA,NA,TDP2,protein_coding,tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768],TDP2
ENSG00000274290,NA,NA,HIST1H2BE,protein_coding,histone cluster 1 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4753],HIST1H2BE
ENSG00000137185,NA,NA,ZSCAN9,protein_coding,zinc finger and SCAN domain containing 9 [Source:HGNC Symbol;Acc:HGNC:12984],ZSCAN9
ENSG00000204702,NA,NA,OR2J1,protein_coding,olfactory receptor family 2 subfamily J member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8259],OR2J1
ENSG00000204580,ENSG00000204580,NA,DDR1,protein_coding,discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730],DDR1
ENSG00000137411,NA,NA,VARS2,protein_coding,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",VARS2
ENSG00000204444,NA,NA,APOM,protein_coding,apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916],APOM
ENSG00000240053,NA,NA,LY6G5B,protein_coding,lymphocyte antigen 6 family member G5B [Source:HGNC Symbol;Acc:HGNC:13931],LY6G5B
ENSG00000204394,ENSG00000204394,NA,VARS,protein_coding,valyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12651],VARS
ENSG00000204366,ENSG00000204366,ENSG00000204366,ZBTB12,protein_coding,zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:19066],ZBTB12
ENSG00000213588,NA,NA,ZBTB9,protein_coding,zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323],ZBTB9
ENSG00000095981,NA,NA,KCNK16,protein_coding,potassium two pore domain channel subfamily K member 16 [Source:HGNC Symbol;Acc:HGNC:14464],KCNK16
ENSG00000112576,NA,NA,CCND3,protein_coding,cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585],CCND3
ENSG00000124571,NA,NA,XPO5,protein_coding,exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675],XPO5
ENSG00000112759,NA,NA,SLC29A1,protein_coding,solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003],SLC29A1
ENSG00000124490,NA,NA,CRISP2,protein_coding,cysteine rich secretory protein 2 [Source:HGNC Symbol;Acc:HGNC:12024],CRISP2
ENSG00000112144,NA,NA,ICK,protein_coding,intestinal cell kinase [Source:HGNC Symbol;Acc:HGNC:21219],ICK
ENSG00000135314,ENSG00000135314,NA,KHDC1,protein_coding,KH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21366],KHDC1
ENSG00000156508,NA,NA,EEF1A1,protein_coding,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189],EEF1A1
ENSG00000111799,NA,NA,COL12A1,protein_coding,collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188],COL12A1
ENSG00000135312,NA,NA,HTR1B,protein_coding,5-hydroxytryptamine receptor 1B [Source:HGNC Symbol;Acc:HGNC:5287],HTR1B
ENSG00000065615,ENSG00000065615,NA,CYB5R4,protein_coding,cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:HGNC:20147],CYB5R4
ENSG00000135341,NA,NA,MAP3K7,protein_coding,mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859],MAP3K7
ENSG00000228439,NA,NA,TSTD3,protein_coding,thiosulfate sulfurtransferase like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:40910],TSTD3
ENSG00000135549,NA,NA,PKIB,protein_coding,cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018],PKIB
ENSG00000131016,NA,NA,AKAP12,protein_coding,A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370],AKAP12
ENSG00000153721,NA,NA,CNKSR3,protein_coding,CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034],CNKSR3
ENSG00000060762,NA,NA,MPC1,protein_coding,mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606],MPC1
ENSG00000235272,NA,NA,RAMACL,protein_coding,RNA guanine-7 methyltransferase activating subunit like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21234],RAMACL
ENSG00000112494,NA,NA,UNC93A,protein_coding,unc-93 homolog A [Source:HGNC Symbol;Acc:HGNC:12570],UNC93A
ENSG00000186340,NA,NA,THBS2,protein_coding,thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786],THBS2
ENSG00000239857,NA,NA,GET4,protein_coding,golgi to ER traffic protein 4 [Source:HGNC Symbol;Acc:HGNC:21690],GET4
ENSG00000136295,NA,NA,TTYH3,protein_coding,tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222],TTYH3
ENSG00000146535,NA,NA,GNA12,protein_coding,G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380],GNA12
ENSG00000106415,NA,NA,GLCCI1,protein_coding,glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713],GLCCI1
ENSG00000173452,NA,NA,TMEM196,protein_coding,transmembrane protein 196 [Source:HGNC Symbol;Acc:HGNC:22431],TMEM196
ENSG00000122550,NA,NA,KLHL7,protein_coding,kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646],KLHL7
ENSG00000106069,NA,NA,CHN2,protein_coding,chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944],CHN2
ENSG00000170852,NA,NA,KBTBD2,protein_coding,kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751],KBTBD2
ENSG00000173852,NA,NA,DPY19L1,protein_coding,dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205],DPY19L1
ENSG00000122557,NA,NA,HERPUD2,protein_coding,HERPUD family member 2 [Source:HGNC Symbol;Acc:HGNC:21915],HERPUD2
ENSG00000065883,NA,ENSG00000065883,CDK13,protein_coding,cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733],CDK13
ENSG00000106078,ENSG00000106078,NA,COBL,protein_coding,cordon-bleu WH2 repeat protein [Source:HGNC Symbol;Acc:HGNC:22199],COBL
ENSG00000154710,NA,NA,RABGEF1,protein_coding,RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676],RABGEF1
ENSG00000158321,NA,NA,AUTS2,protein_coding,"AUTS2, activator of transcription and developmental regulator [Source:HGNC Symbol;Acc:HGNC:14262]",AUTS2
ENSG00000106638,NA,NA,TBL2,protein_coding,transducin beta like 2 [Source:HGNC Symbol;Acc:HGNC:11586],TBL2
ENSG00000106683,NA,NA,LIMK1,protein_coding,LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613],LIMK1
ENSG00000263001,NA,NA,GTF2I,protein_coding,general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659],GTF2I
ENSG00000272391,NA,NA,POM121C,protein_coding,POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:HGNC:34005],POM121C
ENSG00000188372,NA,NA,ZP3,protein_coding,zona pellucida glycoprotein 3 [Source:HGNC Symbol;Acc:HGNC:13189],ZP3
ENSG00000166448,NA,NA,TMEM130,protein_coding,transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429],TMEM130
ENSG00000130429,NA,NA,ARPC1B,protein_coding,actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704],ARPC1B
ENSG00000106246,NA,NA,PTCD1,protein_coding,pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198],PTCD1
ENSG00000196652,NA,NA,ZKSCAN5,protein_coding,zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867],ZKSCAN5
ENSG00000244219,NA,NA,TMEM225B,protein_coding,transmembrane protein 225B [Source:HGNC Symbol;Acc:HGNC:53075],TMEM225B
ENSG00000160862,NA,NA,AZGP1,protein_coding,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]",AZGP1
ENSG00000185955,NA,NA,C7orf61,protein_coding,chromosome 7 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:22135],C7orf61
ENSG00000205307,NA,NA,SAP25,protein_coding,Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908],SAP25
ENSG00000146830,NA,ENSG00000146830,GIGYF1,protein_coding,GRB10 interacting GYF protein 1 [Source:HGNC Symbol;Acc:HGNC:9126],GIGYF1
ENSG00000105835,NA,NA,NAMPT,protein_coding,nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092],NAMPT
ENSG00000005249,NA,NA,PRKAR2B,protein_coding,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392],PRKAR2B
ENSG00000075790,NA,NA,BCAP29,protein_coding,B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131],BCAP29
ENSG00000091137,NA,NA,SLC26A4,protein_coding,solute carrier family 26 member 4 [Source:HGNC Symbol;Acc:HGNC:8818],SLC26A4
ENSG00000091140,NA,NA,DLD,protein_coding,dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898],DLD
ENSG00000006652,NA,NA,IFRD1,protein_coding,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],IFRD1
ENSG00000198898,NA,NA,CAPZA2,protein_coding,capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490],CAPZA2
ENSG00000128513,NA,NA,POT1,protein_coding,protection of telomeres 1 [Source:HGNC Symbol;Acc:HGNC:17284],POT1
ENSG00000179603,NA,NA,GRM8,protein_coding,glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600],GRM8
ENSG00000158525,NA,NA,CPA5,protein_coding,carboxypeptidase A5 [Source:HGNC Symbol;Acc:HGNC:15722],CPA5
ENSG00000221866,NA,NA,PLXNA4,protein_coding,plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102],PLXNA4
ENSG00000243317,NA,NA,STMP1,protein_coding,short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909],STMP1
